STD_YM,BLOCK_CD,X_COORD,Y_COORD,FLOW_POP_CNT_MON,FLOW_POP_CNT_TUS,FLOW_POP_CNT_WED,FLOW_POP_CNT_THU,FLOW_POP_CNT_FRI,FLOW_POP_CNT_SAT,FLOW_POP_CNT_SUN
202001,3.53201E+19,1000033.992,1752579.147,0.78,0.71,0.72,0.81,0.99,1.18,0.97
202001,3.53201E+19,1000033.992,1752729.147,0.04,0.04,0.02,0.04,0.02,0,0
202001,3.53201E+19,1000033.992,1752779.147,0.04,0.04,0.02,0.04,0.02,0,0
202001,3.53201E+19,1000033.992,1753079.147,1.11,1.08,1.09,1.11,1.29,1.68,1.43
202001,3.53201E+19,1000033.992,1754379.147,0.41,0.39,0.55,0.48,0.69,1.04,0.74
202001,3.53203E+19,1000033.992,1759379.147,0.09,0.09,0.09,0.11,0.11,0.11,0.07
202001,3.53203E+19,1000033.992,1764379.147,38.44,37.96,39.68,41.69,50.52,71.53,59.28
202001,3.53203E+19,1000033.992,1764429.147,38.44,37.96,39.68,41.69,50.52,71.53,59.28
202001,3.53204E+19,1000033.992,1768029.147,0.95,0.85,1.09,1.04,1.18,1.91,1.66
202001,3.53204E+19,1000033.992,1768079.147,0.97,0.85,1.11,1.04,1.2,1.91,1.68
202001,3.53203E+19,1000033.992,1771679.147,1.47,1.77,1.92,1.31,1.62,2.05,1.94
202001,3.43104E+19,1000033.992,1777779.147,0,0,0.02,0,0.07,0.25,0.25
202001,3.43104E+19,1000033.992,1778129.147,0.21,0.19,0.18,0.23,0.18,0.02,0
202001,3.43104E+19,1000033.992,1778179.147,0.21,0.19,0.19,0.25,0.18,0.02,0
202001,3.43104E+19,1000033.992,1778979.147,0.88,1.15,0.92,1.06,1.39,1.52,1.43
202001,3.43104E+19,1000033.992,1779029.147,1.34,1.77,1.32,1.59,2.1,2.4,2.35
202001,3.43104E+19,1000033.992,1779079.147,1.34,1.77,1.34,1.61,2.12,2.53,2.47
202001,3.43104E+19,1000033.992,1779129.147,0.51,0.67,0.51,0.62,0.81,0.97,0.94
202001,3.43104E+19,1000033.992,1780979.147,0.02,0.02,0.05,0.02,0.11,0.37,0.26
202001,3.43104E+19,1000033.992,1781329.147,3.34,3.28,3.58,3.96,5.4,6.78,5.14
202001,3.43104E+19,1000033.992,1781429.147,10.26,9.75,10.98,11.07,15.33,18.77,13.47
202001,3.43104E+19,1000033.992,1781479.147,3.39,3.34,3.64,4.01,5.49,6.94,5.26
202001,3.43104E+19,1000033.992,1781529.147,16.72,15.87,16.33,17.82,22.78,28.64,21.17
202001,3.43104E+19,1000033.992,1781679.147,0.05,0.05,0.07,0.07,0.11,0.16,0.12
202001,3.43104E+19,1000033.992,1781829.147,0,0,0.02,0,0.02,0.02,0.02
202001,3.43104E+19,1000033.992,1781879.147,0.02,0.02,0.02,0.02,0.02,0.07,0.04
202001,3.43104E+19,1000033.992,1782379.147,10.75,10.56,11.44,11.94,15.66,21.21,12.08
202001,3.43104E+19,1000033.992,1782579.147,0,0,0.02,0,0.05,0.23,0.12
202001,3.43104E+19,1000033.992,1782879.147,0.02,0.02,0.02,0.02,0.04,0.07,0.04
202001,3.43104E+19,1000033.992,1784579.147,0.12,0.14,0.11,0.18,0.12,0,0
202001,3.43104E+19,1000033.992,1785779.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.43104E+19,1000033.992,1786579.147,0.39,0.39,0.39,0.42,0.48,0.53,0.35
202001,3.43104E+19,1000033.992,1786629.147,1.91,1.91,1.87,2.08,2.37,2.51,1.7
202001,3.43104E+19,1000033.992,1786679.147,4.82,5,4.8,5.17,6.02,6.67,4.91
202001,3.43104E+19,1000033.992,1786729.147,1.08,1.06,1.04,1.17,1.36,1.45,0.97
202001,3.43104E+19,1000033.992,1786779.147,0.23,0.23,0.23,0.25,0.28,0.32,0.21
202001,3.43104E+19,1000033.992,1786829.147,0.14,0.14,0.14,0.14,0.18,0.19,0.12
202001,3.43104E+19,1000033.992,1787329.147,0.09,0.09,0.07,0.09,0.07,0,0
202001,3.43104E+19,1000033.992,1787379.147,0.07,0.07,0.05,0.07,0.05,0,0
202001,3.43104E+19,1000033.992,1787629.147,0.16,0.16,0.12,0.18,0.14,0,0
202001,3.43101E+19,1000033.992,1788579.147,0.09,0.09,0.09,0.09,0.09,0.05,0.05
202001,3.43101E+19,1000033.992,1788979.147,2.44,2.68,2.81,2.68,2.98,4.31,3.9
202001,3.43101E+19,1000033.992,1789029.147,16.81,18.13,18.33,17.61,18.08,24.09,22.21
202001,3.43101E+19,1000033.992,1789079.147,20.36,20.66,22.07,22.41,24.99,34.66,32.88
202001,3.43101E+19,1000033.992,1789129.147,135,145.77,144.16,141.18,144.39,178.36,161.89
202001,3.43101E+19,1000033.992,1789179.147,72.01,75.97,78.08,78.15,87.81,108.77,98.55
202001,3.43101E+19,1000033.992,1789229.147,77.25,82,81.42,83.82,90.14,109.78,98.76
202001,3.43101E+19,1000033.992,1789279.147,59.68,62.81,62.81,65.46,68.46,79.64,74.22
202001,3.43101E+19,1000033.992,1789329.147,15.03,15.24,15.13,16.53,16.9,17.48,16.6
202001,3.43101E+19,1000033.992,1789379.147,24.76,26.06,25.53,27.26,27.74,29.67,27.63
202001,3.43101E+19,1000033.992,1789429.147,15.66,16.62,15.42,16.95,16.81,14.82,13.33
202001,3.43101E+19,1000033.992,1789479.147,2.86,3.04,2.83,3.09,3.09,2.86,2.58
202001,3.43101E+19,1000033.992,1789529.147,1.5,1.59,1.5,1.62,1.64,1.61,1.45
202001,3.43101E+19,1000033.992,1789579.147,0.11,0.09,0.09,0.07,0.11,0.07,0.07
202001,3.43103E+19,1000033.992,1790929.147,7.08,7.03,7.12,7.77,9.57,10.35,7.01
202001,3.43103E+19,1000033.992,1791329.147,4.06,3.41,3.48,4.17,5.07,5.97,6.15
202001,3.43103E+19,1000033.992,1791379.147,1.66,1.38,1.08,1.7,1.39,0.07,0.07
202001,3.43103E+19,1000033.992,1791429.147,0.02,0.02,0.02,0.04,0.02,0,0
202001,3.43103E+19,1000033.992,1792629.147,8,8.21,8.41,9.94,9.71,7.13,6.87
202001,3.43103E+19,1000033.992,1792679.147,19.41,21.45,20.62,22.23,24.33,26.06,19.94
202001,3.43103E+19,1000033.992,1792729.147,10.19,11.27,10.82,11.67,12.78,13.74,10.51
202001,3.43103E+19,1000033.992,1793729.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.43103E+19,1000033.992,1794229.147,2.33,2.07,1.91,2.54,2.83,2.31,2.14
202001,3.43103E+19,1000033.992,1794779.147,0.51,0.42,0.64,0.51,1.29,2.08,2.1
202001,3.43103E+19,1000033.992,1794829.147,8.63,6.92,8.33,9.73,14.23,18.45,18.82
202001,3.43103E+19,1000033.992,1794879.147,16.69,13.7,15.89,18.65,27.09,34.15,33.94
202001,3.43103E+19,1000033.992,1794929.147,20.24,16.62,19.12,22.62,32.46,40.4,40.15
202001,3.43103E+19,1000033.992,1795229.147,21.81,16.79,18.79,23.96,31.03,35.3,36.85
202001,3.43103E+19,1000033.992,1795779.147,1.2,0.94,0.74,1.31,0.97,0.05,0.05
202001,3.43104E+19,1000033.992,1798729.147,0.49,0.41,0.48,0.57,0.76,0.99,0.55
202001,3.43104E+19,1000033.992,1798829.147,0.3,0.25,0.28,0.35,0.46,0.6,0.34
202001,3.43104E+19,1000033.992,1798879.147,0.12,0.09,0.09,0.14,0.11,0,0
202001,3.43104E+19,1000033.992,1798929.147,0.07,0.05,0.05,0.09,0.05,0,0
202001,3.43104E+19,1000033.992,1798979.147,0.04,0.04,0.04,0.05,0.04,0,0
202001,3.43104E+19,1000033.992,1799029.147,0.04,0.04,0.02,0.04,0.04,0,0
202001,3.43104E+19,1000033.992,1799079.147,0.02,0,0,0.02,0,0,0
202001,3.43104E+19,1000033.992,1801779.147,1.36,1.17,1.59,1.27,2.08,3.58,3.53
202001,3.43104E+19,1000033.992,1801979.147,1.54,1.36,1.73,1.7,3.16,3.99,3.41
202001,3.43104E+19,1000033.992,1802279.147,0.71,0.76,0.65,0.81,0.71,0.32,0.26
202001,3.43104E+19,1000033.992,1802329.147,0.16,0.18,0.14,0.18,0.16,0.04,0.04
202001,3.43104E+19,1000033.992,1802679.147,0.95,1.06,0.99,1.09,1.11,1.41,1.01
202001,3.43104E+19,1000033.992,1802879.147,3.02,3.39,3,3.44,3.34,3.3,2.37
202001,3.43104E+19,1000033.992,1802929.147,3.05,3.43,3.05,3.5,3.37,3.3,2.37
202001,3.43104E+19,1000033.992,1802979.147,2.84,3.2,2.83,3.25,3.13,3,2.15
202001,3.43104E+19,1000033.992,1803029.147,0.23,0.25,0.19,0.25,0.21,0.04,0.02
202001,3.43104E+19,1000033.992,1803079.147,0.11,0.11,0.09,0.11,0.09,0,0
202001,3.43104E+19,1000033.992,1803129.147,0.11,0.11,0.09,0.11,0.09,0,0
202001,3.33304E+19,1000033.992,1806729.147,0.04,0.04,0.04,0.04,0.04,0,0
202001,3.33304E+19,1000033.992,1806779.147,0.16,0.16,0.12,0.16,0.12,0,0
202001,3.33304E+19,1000033.992,1806829.147,0.16,0.16,0.12,0.16,0.12,0,0
202001,3.33304E+19,1000033.992,1806929.147,0.16,0.16,0.12,0.16,0.12,0,0
202001,3.33304E+19,1000033.992,1808479.147,107.71,104.47,105.33,107.84,126.84,180.92,130.53
202001,3.33304E+19,1000033.992,1808529.147,107.45,104.22,105.05,107.59,126.48,180.27,130.07
202001,3.33304E+19,1000033.992,1808679.147,6.04,5.69,6.39,7.15,7.68,10.29,6.82
202001,2.50107E+19,1000033.992,1816379.147,7.89,7.13,7.49,7.75,9.02,12.27,10.29
202001,2.50107E+19,1000033.992,1816779.147,14.51,11.21,12.7,11.37,15.65,35.26,31.78
202001,2.50107E+19,1000033.992,1817079.147,8.48,7.12,5.44,7.47,6.15,0.34,0.28
202001,2.50107E+19,1000033.992,1817129.147,14.59,12.03,9.04,12.52,10.37,0.6,0.53
202001,2.50107E+19,1000033.992,1817179.147,21.24,17.73,16.19,18.54,19.76,21.12,18.35
202001,2.50107E+19,1000033.992,1817529.147,0.18,0.16,0.18,0.18,0.18,0.34,0.28
202001,2.50107E+19,1000033.992,1817679.147,3.23,2.74,3.53,3.46,3.51,5.35,5.56
202001,2.50107E+19,1000033.992,1817979.147,0.04,0.02,0.02,0.02,0.02,0,0
202001,2.50107E+19,1000033.992,1818029.147,0.09,0.07,0.05,0.07,0.05,0,0
202001,2.50107E+19,1000033.992,1818079.147,0.23,0.21,0.16,0.23,0.18,0.02,0.02
202001,2.50107E+19,1000033.992,1818129.147,4.57,4.26,4.71,4.34,4.8,9.46,8.28
202001,2.50107E+19,1000033.992,1818179.147,6.75,6.06,6.82,6.53,7.03,14.83,12.03
202001,2.50107E+19,1000033.992,1818229.147,10.82,9.73,10.63,10.51,10.98,21.83,17.71
202001,2.50107E+19,1000033.992,1818279.147,10.86,9.75,10.65,10.52,11.02,21.83,17.71
202001,2.50107E+19,1000033.992,1818329.147,7.65,7.13,7.59,7.28,7.75,13.95,12.2
202001,2.50107E+19,1000033.992,1818379.147,6.99,6.29,6.99,6.78,7.2,14.83,12.04
202001,3.30414E+19,1000033.992,1833279.147,0.57,0.44,0.64,0.55,0.65,1.08,1.22
202001,3.30414E+19,1000033.992,1833479.147,0.02,0.02,0,0.02,0.02,0,0
202001,3.30414E+19,1000033.992,1833629.147,0.02,0.02,0,0.02,0.02,0,0
202001,3.30414E+19,1000033.992,1834829.147,0.49,0.35,0.53,0.39,0.42,0.79,0.87
202001,3.30414E+19,1000033.992,1834879.147,0.53,0.46,0.85,0.57,0.71,1.61,1.73
202001,3.30414E+19,1000033.992,1834929.147,0.81,0.74,1.25,0.9,1.17,2.3,2.26
202001,3.30414E+19,1000033.992,1834979.147,0.74,0.67,1.09,0.83,1.08,2.1,2.01
202001,3.30414E+19,1000033.992,1835029.147,0.23,0.21,0.39,0.25,0.34,0.79,0.79
202001,3.30414E+19,1000033.992,1835079.147,0.07,0.07,0.11,0.09,0.11,0.18,0.18
202001,3.30414E+19,1000033.992,1835129.147,0.16,0.18,0.25,0.19,0.23,0.39,0.41
202001,3.30414E+19,1000033.992,1835229.147,0.02,0.02,0.02,0.02,0.02,0.02,0.02
202001,3.30414E+19,1000033.992,1835279.147,0.74,0.79,1.08,0.88,0.99,1.54,1.57
202001,3.30414E+19,1000033.992,1835329.147,12.4,13.33,15.31,14.76,14.78,16.23,16.63
202001,3.30414E+19,1000033.992,1835379.147,8.42,8.9,10.97,9.76,10.51,13.83,14
202001,3.30414E+19,1000033.992,1835429.147,3.67,3.96,5.14,4.38,4.8,6.99,7.17
202001,3.30414E+19,1000033.992,1835479.147,33.21,30.74,41.32,33.46,38.34,65.35,65.44
202001,3.30414E+19,1000033.992,1835529.147,18.1,16.95,20.84,18.1,20.5,33.43,32.3
202001,3.30414E+19,1000033.992,1835579.147,2.98,2.81,3.37,2.98,3.34,5.23,5.05
202001,3.30414E+19,1000033.992,1835629.147,0.14,0.12,0.14,0.14,0.14,0.23,0.21
202001,3.30414E+19,1000033.992,1835679.147,0.05,0.05,0.07,0.07,0.07,0.11,0.11
202001,3.30414E+19,1000033.992,1835729.147,0.02,0.02,0.02,0.02,0.02,0.04,0.02
202001,3.30414E+19,1000033.992,1835879.147,0.3,0.28,0.32,0.32,0.34,0.48,0.42
202001,3.30414E+19,1000033.992,1835929.147,3.87,3.48,4.03,3.67,4.01,6.11,5.9
202001,3.30414E+19,1000033.992,1835979.147,1.78,1.68,1.98,1.98,2.31,2.86,2.51
202001,3.30414E+19,1000033.992,1836029.147,43.16,40.7,50.36,47.91,58.89,80.08,70.19
202001,3.30414E+19,1000033.992,1836079.147,14.69,13.86,16.65,16.12,19.14,25.53,22.41
202001,3.30414E+19,1000033.992,1836179.147,16.19,15.24,19,18.19,22.5,29.21,25.46
202001,3.30414E+19,1000033.992,1836229.147,3.02,3.3,4.1,3.67,3.81,5.12,5.14
202001,3.30414E+19,1000033.992,1836329.147,2.53,2.38,2.79,2.7,3.13,4.59,4.08
202001,3.30414E+19,1000033.992,1836529.147,0.07,0.05,0.09,0.07,0.11,0.16,0.14
202001,3.30414E+19,1000033.992,1836979.147,4.01,3.57,4.11,4.31,5.51,5.58,4.94
202001,3.30414E+19,1000033.992,1837029.147,13.46,14.37,14.36,14.43,14.89,14.21,11.44
202001,3.30414E+19,1000033.992,1837079.147,4.2,4.31,3.71,4.59,3.87,2.05,1.18
202001,3.30414E+19,1000033.992,1837129.147,2.35,2.47,2.33,2.61,2.42,2.58,1.59
202001,3.30414E+19,1000033.992,1837179.147,14.43,14.85,14.32,15.68,15.06,18.72,11.81
202001,3.30414E+19,1000033.992,1837229.147,21.12,20.31,20.52,22.5,22.8,34.56,21.95
202001,3.30414E+19,1000033.992,1837279.147,1.71,1.5,1.31,1.77,1.38,0.04,0.04
202001,3.30414E+19,1000033.992,1837329.147,1.5,1.32,1.2,1.64,1.25,0.05,0.04
202001,3.30414E+19,1000033.992,1837379.147,2.67,2.35,2.03,2.75,2.15,0.07,0.07
202001,3.30414E+19,1000033.992,1837429.147,1.43,1.27,1.15,1.57,1.2,0.05,0.04
202001,3.30414E+19,1000033.992,1837529.147,0.02,0.02,0,0.02,0.02,0,0
202001,3.30414E+19,1000033.992,1837629.147,1.15,0.99,1.18,1.15,1.36,2.03,1.8
202001,3.30414E+19,1000033.992,1837679.147,2.49,2.14,2.56,2.47,2.93,4.4,3.88
202001,3.30414E+19,1000033.992,1837729.147,1.91,1.64,1.96,1.91,2.26,3.37,2.98
202001,3.30414E+19,1000033.992,1837779.147,0.95,0.81,0.99,0.95,1.13,1.7,1.5
202001,3.30414E+19,1000033.992,1837879.147,0.44,0.42,0.34,0.41,0.34,0.02,0.02
202001,3.30414E+19,1000033.992,1838029.147,0.14,0.12,0.11,0.14,0.11,0,0
202001,3.30414E+19,1000033.992,1838229.147,0.6,0.57,0.57,0.62,0.62,0.55,0.49
202001,3.30414E+19,1000033.992,1838329.147,0.79,0.72,0.83,0.81,0.87,1.08,0.97
202001,3.30414E+19,1000033.992,1838779.147,0.07,0.05,0.05,0.07,0.05,0,0
202001,3.30414E+19,1000033.992,1838829.147,0.05,0.05,0.04,0.05,0.04,0,0
202001,3.30414E+19,1000033.992,1838879.147,0.14,0.14,0.11,0.14,0.12,0,0
202001,3.30414E+19,1000033.992,1838929.147,0.32,0.28,0.25,0.32,0.26,0.02,0.02
202001,3.30414E+19,1000033.992,1838979.147,1.75,1.61,1.77,1.82,2.15,2.22,1.96
202001,3.30414E+19,1000033.992,1839029.147,10.37,9.18,9.91,11.02,12.54,11.09,9.76
202001,3.30414E+19,1000033.992,1839079.147,0.42,0.37,0.42,0.42,0.46,0.62,0.55
202001,3.30414E+19,1000033.992,1839129.147,19.49,18.96,21.91,21.67,25.09,37.63,26.05
202001,3.30414E+19,1000033.992,1839179.147,11.51,10.58,12.47,12.03,15.1,19.49,17.18
202001,3.30413E+19,1000033.992,1839229.147,0.69,0.64,0.69,0.72,0.81,0.92,0.78
202001,3.30413E+19,1000033.992,1839279.147,2.58,2.44,2.79,2.63,3.05,4.1,3.71
202001,3.30413E+19,1000033.992,1839329.147,0.69,0.62,0.76,0.67,0.79,1.48,1.27
202001,3.30413E+19,1000033.992,1839379.147,142.78,133.9,153.15,144.94,167.22,245.55,202.89
202001,3.30413E+19,1000033.992,1839429.147,268.97,247.25,282.49,266.71,313.55,456.46,368.38
202001,3.30413E+19,1000033.992,1839479.147,12.94,12.04,14.55,13.07,15.8,26.29,21.84
202001,3.30413E+19,1000033.992,1839629.147,0.49,0.48,0.51,0.51,0.57,0.65,0.6
202001,3.30413E+19,1000033.992,1839779.147,0.32,0.3,0.32,0.32,0.34,0.39,0.35
202001,3.30413E+19,1000033.992,1839879.147,0.02,0.02,0.02,0.02,0.04,0.04,0.02
202001,3.30413E+19,1000033.992,1839929.147,0.02,0.02,0.02,0.02,0.02,0.02,0.02
202001,3.30413E+19,1000033.992,1840579.147,0.02,0.02,0.79,0.02,1.02,4.33,2.93
202001,3.30413E+19,1000033.992,1840779.147,0.21,0.23,0.25,0.23,0.25,0.23,0.18
202001,3.30413E+19,1000033.992,1841429.147,0.04,0.04,0.02,0.04,0.02,0,0
202001,3.30413E+19,1000033.992,1841979.147,0.05,0.05,0.04,0.05,0.05,0,0
202001,3.30413E+19,1000033.992,1842579.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.30413E+19,1000033.992,1842779.147,0.34,0.34,0.26,0.35,0.28,0,0
202001,3.30413E+19,1000033.992,1842879.147,0.11,0.11,0.09,0.11,0.09,0,0
202001,3.30413E+19,1000033.992,1842979.147,0.14,0.14,0.11,0.14,0.12,0,0
202001,3.30413E+19,1000033.992,1843079.147,0.09,0.09,0.07,0.09,0.07,0,0
202001,3.30413E+19,1000033.992,1843129.147,0.05,0.05,0.05,0.07,0.05,0,0
202001,3.30413E+19,1000033.992,1843179.147,0.02,0.02,0.02,0.04,0.02,0,0
202001,3.30416E+19,1000033.992,1843429.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.30416E+19,1000033.992,1843479.147,0.18,0.19,0.16,0.21,0.16,0,0
202001,3.30416E+19,1000033.992,1843529.147,0.05,0.05,0.04,0.05,0.05,0,0
202001,3.30416E+19,1000033.992,1843729.147,0.12,0.12,0.11,0.14,0.11,0,0
202001,3.30416E+19,1000033.992,1843779.147,0.12,0.12,0.11,0.14,0.11,0,0
202001,3.30416E+19,1000033.992,1844129.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.30416E+19,1000033.992,1844279.147,1.5,1.57,1.57,1.64,1.7,1.36,1.17
202001,3.30416E+19,1000033.992,1844329.147,9.62,10.35,9.16,10.47,9.99,6.39,6.02
202001,3.30416E+19,1000033.992,1844379.147,9.82,9.71,8.85,10.14,9.08,4.7,4.2
202001,3.30416E+19,1000033.992,1844429.147,26.73,26.19,25.02,28.18,25.45,16.03,14.99
202001,3.30416E+19,1000033.992,1844479.147,2.33,2.47,2.37,2.51,2.53,2.37,2.12
202001,3.30416E+19,1000033.992,1844529.147,12.71,13.1,13.28,13.72,13.4,12.2,11.5
202001,3.30416E+19,1000033.992,1844579.147,44.82,45.05,45.95,47.16,47.55,50.66,46.85
202001,3.30416E+19,1000033.992,1844629.147,7.17,7.36,7.26,7.49,7.49,6.83,6.02
202001,3.30416E+19,1000033.992,1844679.147,4.06,4.26,4.1,4.4,4.34,4.04,3.48
202001,3.30416E+19,1000033.992,1844729.147,0.41,0.42,0.41,0.42,0.42,0.39,0.34
202001,3.30416E+19,1000033.992,1844779.147,3.78,3.73,2.98,3.76,3.05,0.11,0.11
202001,3.30416E+19,1000033.992,1844829.147,1.18,1.17,0.94,1.2,0.97,0.04,0.04
202001,3.30416E+19,1000033.992,1844879.147,1.54,1.52,1.57,1.54,1.57,1.73,1.75
202001,3.30416E+19,1000033.992,1844929.147,2.58,2.54,2.83,2.58,2.83,3.83,3.8
202001,3.30416E+19,1000033.992,1844979.147,309.95,303.75,309.46,308.88,310.31,316.64,319.4
202001,3.30416E+19,1000033.992,1845029.147,579.27,564.25,573.02,571.73,570.97,582.82,596
202001,3.30416E+19,1000033.992,1845079.147,9.66,9.45,9.91,9.61,9.89,11.23,11.42
202001,3.30416E+19,1000033.992,1845129.147,29.49,29.01,30.83,29.77,31.01,36.36,36.41
202001,3.30416E+19,1000033.992,1845179.147,10.91,11.14,11.57,11.74,12.27,14.06,12.61
202001,3.30416E+19,1000033.992,1845229.147,11.99,12.11,12.38,13.03,13.05,13.51,11.83
202001,3.30416E+19,1000033.992,1845279.147,14.5,14.6,14.59,15.45,15.49,15.1,13.61
202001,3.30416E+19,1000033.992,1845329.147,462.52,477.67,477.85,504.3,500.15,487.84,426.85
202001,3.30416E+19,1000033.992,1845379.147,297.29,313.63,324.93,335.54,344.86,372.43,319.17
202001,3.30416E+19,1000033.992,1845429.147,254.1,262.79,277.23,281.05,299.25,347.58,300.33
202001,3.30416E+19,1000033.992,1845479.147,204.92,207.54,211,218.93,237.5,285.58,236.67
202001,3.30416E+19,1000033.992,1845529.147,435.64,452.86,453.07,477.47,492.54,494.92,423.07
202001,3.30416E+19,1000033.992,1845579.147,54.46,57.53,55.08,59.75,58.06,52.29,44.89
202001,3.30416E+19,1000033.992,1845629.147,33.09,35.74,33.73,36.73,35.16,28.78,24.72
202001,3.30416E+19,1000033.992,1845679.147,58.04,62.44,60.39,63.96,62.67,58.52,50.04
202001,3.30416E+19,1000033.992,1845729.147,100.21,104.25,102.91,108.84,108.16,108.33,94.01
202001,3.30416E+19,1000033.992,1845779.147,106.53,111.26,109.99,114.83,114.78,115.4,101.6
202001,3.30416E+19,1000033.992,1845829.147,75.29,78.84,75.79,80.82,78.33,70.26,62.02
202001,3.30416E+19,1000033.992,1845879.147,56.77,60.27,57.11,64.54,62.53,52.78,44.27
202001,3.30416E+19,1000033.992,1845929.147,103.74,110.84,107.84,117.2,117.97,113.19,95.76
202001,3.30416E+19,1000033.992,1845979.147,199.11,214.79,219.95,224.52,228.81,244.37,207.61
202001,3.30416E+19,1000033.992,1846029.147,400.72,423.11,414.65,436.58,439.74,464.62,394.25
202001,3.30416E+19,1000033.992,1846079.147,304.44,328.33,317.25,349.56,352.95,327.42,273.89
202001,3.30416E+19,1000033.992,1846129.147,424.8,450.02,438.66,475.74,484.17,482.97,401.1
202001,3.30416E+19,1000033.992,1846179.147,271.48,289.88,283.32,302.15,300.95,311.51,264.66
202001,3.30416E+19,1000033.992,1846229.147,296.41,317.07,310.25,327.43,327.52,341.07,290.63
202001,3.30416E+19,1000033.992,1846279.147,27.85,29.15,29.61,31.29,31.25,32.91,28.64
202001,3.30416E+19,1000033.992,1846329.147,322.91,342.39,341.51,361.34,359.38,357.66,303.14
202001,3.30415E+19,1000033.992,1846379.147,57.02,60.27,57.51,62.72,61.19,58.5,48.65
202001,3.30415E+19,1000033.992,1846429.147,45.05,48.49,46.14,49.67,49.07,47.16,38.64
202001,3.30415E+19,1000033.992,1846479.147,33.74,35.62,33.69,37.13,36.06,32.21,27.16
202001,3.30415E+19,1000033.992,1846529.147,67.05,70.56,66.08,73.19,70.26,58.87,50.15
202001,3.30415E+19,1000033.992,1846579.147,38.05,40.67,38.16,42.17,40.72,34.24,28.48
202001,3.30415E+19,1000033.992,1846629.147,31.13,33.07,31.45,38.76,38.95,30.73,25.5
202001,3.30415E+19,1000033.992,1846679.147,63.36,64.79,63.06,66.68,67.44,64.54,59.4
202001,3.30415E+19,1000033.992,1846729.147,59.97,60.81,60.87,62.77,64.15,62.85,57.67
202001,3.30415E+19,1000033.992,1846779.147,41.73,41.67,39.4,43.46,41.16,28.45,26.59
202001,3.30415E+19,1000033.992,1846829.147,35.55,35.78,33.36,37.19,34.95,22.97,21.33
202001,3.30415E+19,1000033.992,1846879.147,9.66,9.82,9.92,10.21,10.29,9.82,8.93
202001,3.30415E+19,1000033.992,1846929.147,10.98,11.14,10.77,11.18,11.37,10.59,10.08
202001,3.30415E+19,1000033.992,1846979.147,2.77,2.84,2.75,2.84,2.84,2.68,2.53
202001,3.30415E+19,1000033.992,1847029.147,0.94,1.02,0.99,1.01,1.02,0.99,0.9
202001,3.30415E+19,1000033.992,1847129.147,0.26,0.28,0.25,0.28,0.26,0.14,0.11
202001,3.30416E+19,1000033.992,1847179.147,0.34,0.37,0.32,0.37,0.32,0.12,0.11
202001,3.30416E+19,1000033.992,1847229.147,1.06,1.13,0.95,1.15,0.99,0.34,0.28
202001,3.30416E+19,1000033.992,1847279.147,4.04,4.22,4.04,4.45,4.59,4.36,3.48
202001,3.30416E+19,1000033.992,1847329.147,4.61,4.91,4.84,5.01,5.12,5.24,4.4
202001,3.30416E+19,1000033.992,1847379.147,113.47,121.19,120.6,127.39,128.32,126.77,106.27
202001,3.30416E+19,1000033.992,1847429.147,59.79,63.2,62.16,64.66,66.39,67.98,55.22
202001,3.30416E+19,1000033.992,1847479.147,59.01,61.96,62,63.87,65.33,67.37,53.95
202001,3.30416E+19,1000033.992,1847529.147,7.01,7.36,7.2,7.58,7.65,7.4,5.99
202001,3.30416E+19,1000033.992,1847579.147,6.96,7.29,7.08,7.47,7.5,6.94,5.53
202001,3.30416E+19,1000033.992,1847629.147,9.61,10.08,9.84,10.37,10.35,9.5,7.75
202001,3.30416E+19,1000033.992,1847679.147,35.39,37.01,36.83,37.79,39.02,41.3,33.32
202001,3.30416E+19,1000033.992,1847729.147,19.94,20.96,21.07,21.47,22.23,23.75,19
202001,3.30416E+19,1000033.992,1847779.147,47.38,50.25,49.74,52.04,52.27,52.9,42.33
202001,3.30415E+19,1000033.992,1847829.147,49.46,52.2,50.31,53.47,52.92,47.18,38.12
202001,3.30415E+19,1000033.992,1847879.147,17.45,18.47,17.98,18.7,19,17.76,14.13
202001,3.30415E+19,1000033.992,1847929.147,22.58,24.05,23.68,24.93,24.95,23.4,18.61
202001,3.30415E+19,1000033.992,1847979.147,25.98,27.86,26.5,28.54,27.58,22.23,17.73
202001,3.30415E+19,1000033.992,1848029.147,15.47,16.37,16.32,16.9,17.11,17.38,14.06
202001,3.30415E+19,1000033.992,1848079.147,52.13,55.23,51.37,56.03,54.39,42.03,33.37
202001,3.30415E+19,1000033.992,1848129.147,86.37,91.63,88.29,91.79,92.79,86.93,69.18
202001,3.30415E+19,1000033.992,1848179.147,76,79.85,79.66,81.4,84.53,83.03,66.5
202001,3.30415E+19,1000033.992,1848229.147,63.64,66.5,65.51,67.97,69.64,65.37,52.5
202001,3.30415E+19,1000033.992,1848279.147,165.3,172.52,169.96,178.88,182.25,174.51,143.7
202001,3.30415E+19,1000033.992,1848329.147,50.15,51.72,52.66,55.23,55.15,53.01,43.86
